"Date","Asset 1","Asset 2","Asset 3","Asset 4"
"2018-02-22","50.2965148733531","329.026816708673","13.380737695701","22.37105319428"
"2018-02-23","51.0283117691153","336.931232173244","13.608021229976","22.7785967967711"
"2018-02-26","52.1963599618058","339.945947879868","13.8155913964823","23.1214512786828"
"2018-02-27","51.788246541274","333.567276357937","13.5670481546786","22.6067656505943"
"2018-02-28","51.0986727762183","327.795198724523","13.2605255790472","22.3326433845676"
"2018-03-01","50.1417165045343","323.420175276143","12.791656462181","21.6208572646425"
"2018-03-02","50.592047122641","324.670166481932","12.9536151139148","21.8108815310753"
"2018-03-05","50.83129026959","331.618716699202","12.8851981316585","22.0536702127934"
"2018-03-06","50.4935363728784","330.479016294002","12.6861313843198","22.1371589179247"
"2018-03-07","50.563903313113","337.703319248123","12.8446123660572","22.4319005657001"
"2018-03-08","51.3660597326953","335.184908467667","12.7209208399922","22.7626261660046"
"2018-03-09","51.7460248938504","340.49742577995","12.646318498696","23.4507609870113"
"2018-03-12","51.5208581015141","339.633450537981","13.3552268583935","23.5409216080158"
"2018-03-13","51.7178796010394","334.339334020956","13.2133677245147","23.0086493239671"
"2018-03-14","51.154966328406","338.585665873489","12.6254455210585","23.2374877096429"
"2018-03-15","224.759729117341","1475.6426150059","54.9498442603222","101.464611689302"
"2018-03-16","51.760102731746","340.240072000116","12.4213536043536","22.9593227526202"
"2018-03-19","51.126822518878","317.206912381477","12.1202417683698","22.2333857991256"
"2018-03-20","51.126822518878","309.100260963748","12.0038946314085","22.1907315479615"
"2018-03-21","51.0423836738793","311.379689347768","12.2350431453761","22.052658630348"
"2018-03-22","50.0995007902422","303.107603567397","11.9478472076222","21.2076517114855"
"2018-03-23","48.5374081152182","292.997276502499","11.6556255206972","20.6515239522054"
"2018-03-26","49.311414792141","294.228896324891","11.7576711891472","21.2911420338549"
"2018-03-27","49.2691990778489","279.817090168924","10.7913294385873","20.3185758624115"
"2018-03-28","49.6773139816635","281.306061932908","9.96414087227732","20.3076595050864"
"2018-03-29","49.944695005009","293.732561986862","10.286899725486","20.8581265266292"
"2018-04-02","49.3254881801879","285.644311364391","9.75927723520473","20.3462714695641"
"2018-04-03","50.2120834447689","286.967848765733","10.3410140796211","20.4865668766671"
"2018-04-04","50.845362174354","285.111234259567","11.0912816647023","20.7236936077192"
"2018-04-05","50.282442968589","292.905358923549","11.8171968627348","20.777668525739"
"2018-04-06","49.4943643869022","288.971524412902","11.5690409306273","20.3577938868754"
"2018-04-09","49.9024792907169","290.313433197642","11.1964200126722","20.5278052358552"
"2018-04-10","50.592047122641","303.383328730628","11.7777712868072","20.8550946094595"
"2018-04-11","50.3668818135877","305.7363033102","11.632046593431","20.61917999838"
"2018-04-12","51.1127446809824","301.232590104214","11.3672688134648","20.8726816697292"
"2018-04-13","51.1127446809824","302.427463483328","11.6092411259472","20.8071839300886"
"2018-04-16","51.4082754469874","302.997314605049","11.256332995956","20.9832595177173"
"2018-04-17","51.126822518878","310.037782401269","11.120271911421","21.7146562671125"
"2018-04-18","51.3519878279313","305.809821932134","11.3390520265285","21.6726080759346"
"2018-04-19","51.4082754469874","309.008370958417","11.5991907872148","21.98837301068"
"2018-04-20","51.5490093274566","305.662758952889","11.2188387502648","21.6903972909696"
"2018-04-23","51.788246541274","304.853927272973","10.953288090321","21.5790108239204"
"2018-04-24","52.1541383143821","293.548754402581","10.9567669199273","20.6193821531453"
"2018-04-25","51.6193688512768","293.548754402581","10.849696661916","20.6436395120501"
"2018-04-26","51.8586075483771","320.148109466167","11.0348475110248","21.0249038036741"
"2018-04-27","52.0696994693835","319.100297228057","11.3672688134648","20.8229511931613"
"2018-04-30","51.5208581015141","316.177500938624","11.3603105744474","20.5658111403466"
"2018-05-01","49.8180404457183","319.596631566085","11.5930065877847","20.9697163613722"
"2018-05-02","49.1003228711345","323.659155834338","11.6405511722084","20.7083306541772"
"2018-05-03","48.9173732763732","319.890755686334","10.995034045596","20.6949880353593"
"2018-05-04","49.0299559308999","324.651795098534","11.367656123161","21.1900646512158"
"2018-05-07","49.1566104901906","327.151803245491","11.7031701051209","21.3230816781498"
"2018-05-08","49.2269774304252","328.898126951068","11.6722456291411","21.3052924631148"
"2018-05-09","49.4943643869022","335.773160384646","11.860876467466","21.8885093652517"
"2018-05-10","49.311414792141","341.048903680032","11.7901402654722","22.1879013812476"
"2018-05-11","49.958766909773","343.732746984889","11.6370717627972","22.2018484428137"
"2018-05-14","50.4653925633503","343.089351505856","11.2857093927611","22.2410664672776"
"2018-05-15","50.2261553495329","338.824646431684","10.9845975567773","21.8171479244894"
"2018-05-16","50.2120834447689","336.765797810601","11.0735013665847","21.8684964477987"
"2018-05-17","50.254299159061","337.795209253454","10.9985134550072","21.8042112324402"
"2018-05-18","50.1557884092983","335.809904989682","10.7001064090423","21.5569759545051"
"2018-05-21","50.3809537183517","339.137143773571","10.996580385356","21.8242241498932"
"2018-05-22","50.268371063825","337.868753610765","10.630143666831","21.6251017060943"
"2018-05-23","50.6201968653006","343.567285048627","10.7870783088084","21.8264482566208"
"2018-05-24","50.5076082776424","341.784189164395","10.739919874471","21.8173516964928"
"2018-05-25","50.2120834447689","339.927574658229","10.778573730031","21.7449798862137"
"2018-05-29","50.240227254297","341.43494537923","10.9683635984197","21.4348736676581"
"2018-05-30","50.7327795198273","344.982738190678","11.2760463637248","21.5860854320861"
"2018-05-31","50.563903313113","352.537911708325","11.005857264306","21.9335898779087"
"2018-06-01","51.0142339312197","356.600435976577","11.2799113434173","22.6312251642643"
"2018-06-04","51.2956927924608","355.295273635115","11.4700879416972","23.0312902533688"
"2018-06-05","51.2816208876967","354.6702771131","11.253240896241","23.0387707883031"
"2018-06-06","51.197183525981","351.729080028409","12.3498445223823","22.9825717635558"
"2018-06-07","51.3519878279313","345.92023205458","12.218035727236","22.7193658548542"
"2018-06-08","51.6052969465128","347.611437933482","12.2787227501072","22.658920771417"
"2018-06-11","51.0846008714543","352.09672277059","12.8368806672573","22.8432863216601"
"2018-06-12","51.0846008714543","353.677612113525","13.2493162102509","23.0318967176646"
"2018-06-13","50.9720167336447","353.696012908783","13.3270089118473","22.9403198003746"
"2018-06-14","50.887579371929","361.784263531254","13.8271880749747","23.290654412911"
"2018-06-15","51.16903823317","360.019566604038","13.844582223006","23.2934845796249"
"2018-06-18","50.887579371929","364.541625458044","14.3339375876185","23.722053086324"
"2018-06-19","50.9720167336447","363.034280472421","13.6273478678536","23.6128895130739"
"2018-06-20","51.3097661805077","371.324739474431","14.0011301350921","23.6488734656029"
"2018-06-21","51.0846008714543","370.405618832167","13.4325345695134","23.4026481528751"
"2018-06-22","51.3801316374594","370.84680593166","12.8960219301734","23.358578009735"
"2018-06-25","51.197183525981","360.938687246301","12.872055693211","22.7385705575556"
"2018-06-26","51.197183525981","365.81001562085","13.2195519239448","22.6102018772945"
"2018-06-27","50.9579448288807","360.00116580878","13.3161868527472","22.3174821814813"
"2018-06-28","51.16903823317","360.718079909745","13.526076238991","22.524487852507"
"2018-06-29","51.0564555786434","357.207059276953","13.2562732896585","22.5533967925609"
"2018-07-02","51.126822518878","362.795301752467","12.9516820442635","22.7921415703543"
"2018-07-03","51.154966328406","354.284235413901","12.0158780397922","22.295447312066"
"2018-07-05","51.8867572910367","364.798977399636","11.9501658475548","22.7276542002306"
"2018-07-06","52.2245052546167","373.585768901434","11.9401155088223","23.0490794684037"
"2018-07-09","52.2948707115684","376.361529785241","12.3115773967136","23.3296702826097"
"2018-07-10","52.6748358727235","374.155618184913","12.4646458993886","23.3052091517015"
"2018-07-11","52.3652317186715","372.317376900386","12.3289721245497","23.3266383654401"
"2018-07-12","52.8014904320142","380.36888291782","12.2420013843935","23.9246121611327"
"2018-07-13","52.8155682699098","381.104195975803","12.3254927151386","24.0325636144103"
"2018-07-16","52.6044748656204","380.938734039541","11.9864999035723","23.9322944465228"
"2018-07-17","52.9844400267755","386.012296529007","12.473150478166","24.2343128572292"
"2018-07-18","52.9985119315395","384.85419716679","12.517988533156","24.175283665768"
"2018-07-19","52.5763251229608","382.519621544234","12.3780624689285","23.9949620194495"
"2018-07-20","52.5341094086687","385.920378950057","12.1210152281523","23.9535198882579"
